Plate_ID,Well,Sample,Type,number_of_cells/capsules,Group_1,Group_2,Group_3,Index_Set,Index_Well,Index_Name,Plate_Barcode,FA_Well
BP4444_RexRM.1,K13,RexRM,sample,1.0,Bright,,,PE20,F7,PE20_F07,XUPVQ-3,F7
BP4444_RexRM.1,L13,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M13,RexRM,sample,1.0,Bright,,,PE20,G7,PE20_G07,XUPVQ-3,G7
BP4444_RexRM.1,N13,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O13,RexRM,sample,1.0,Bright,,,PE20,H7,PE20_H07,XUPVQ-3,H7
BP4444_RexRM.1,P13,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P14,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A15,RexRM,sample,1.0,Bright,,,PE20,A8,PE20_A08,XUPVQ-3,A8
BP4444_RexRM.1,B15,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C15,RexRM,sample,1.0,Bright,,,PE20,B8,PE20_B08,XUPVQ-3,B8
BP4444_RexRM.1,D15,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E15,RexRM,sample,1.0,Bright,,,PE20,C8,PE20_C08,XUPVQ-3,C8
BP4444_RexRM.1,F15,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G15,RexRM,sample,1.0,Bright,,,PE20,D8,PE20_D08,XUPVQ-3,D8
BP4444_RexRM.1,H15,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I15,RexRM,sample,1.0,Bright,,,PE20,E8,PE20_E08,XUPVQ-3,E8
BP4444_RexRM.1,J15,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K15,RexRM,sample,1.0,Bright,,,PE20,F8,PE20_F08,XUPVQ-3,F8
BP4444_RexRM.1,L15,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M15,RexRM,sample,1.0,Bright,,,PE20,G8,PE20_G08,XUPVQ-3,G8
BP4444_RexRM.1,N15,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O15,RexRM,sample,1.0,Bright,,,PE20,H8,PE20_H08,XUPVQ-3,H8
BP4444_RexRM.1,P15,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P16,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A17,RexRM,sample,1.0,Bright,,,PE20,A9,PE20_A09,XUPVQ-3,A9
BP4444_RexRM.1,B17,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C17,RexRM,sample,1.0,Bright,,,PE20,B9,PE20_B09,XUPVQ-3,B9
BP4444_RexRM.1,D17,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E17,RexRM,sample,1.0,Bright,,,PE20,C9,PE20_C09,XUPVQ-3,C9
BP4444_RexRM.1,F17,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G17,RexRM,sample,1.0,Bright,,,PE20,D9,PE20_D09,XUPVQ-3,D9
BP4444_RexRM.1,H17,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I17,RexRM,sample,1.0,Bright,,,PE20,E9,PE20_E09,XUPVQ-3,E9
BP4444_RexRM.1,J17,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K17,RexRM,sample,1.0,Bright,,,PE20,F9,PE20_F09,XUPVQ-3,F9
BP4444_RexRM.1,L17,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M17,RexRM,sample,1.0,Bright,,,PE20,G9,PE20_G09,XUPVQ-3,G9
BP4444_RexRM.1,N17,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O17,RexRM,sample,1.0,Bright,,,PE20,H9,PE20_H09,XUPVQ-3,H9
BP4444_RexRM.1,P17,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P18,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A19,RexRM,sample,1.0,Bright,,,PE20,A10,PE20_A10,XUPVQ-3,A10
BP4444_RexRM.1,B19,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C19,RexRM,sample,1.0,Bright,,,PE20,B10,PE20_B10,XUPVQ-3,B10
BP4444_RexRM.1,D19,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E19,RexRM,sample,1.0,Bright,,,PE20,C10,PE20_C10,XUPVQ-3,C10
BP4444_RexRM.1,F19,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G19,RexRM,sample,1.0,Bright,,,PE20,D10,PE20_D10,XUPVQ-3,D10
BP4444_RexRM.1,H19,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I19,RexRM,sample,1.0,Bright,,,PE20,E10,PE20_E10,XUPVQ-3,E10
BP4444_RexRM.1,J19,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K19,RexRM,sample,1.0,Bright,,,PE20,F10,PE20_F10,XUPVQ-3,F10
BP4444_RexRM.1,L19,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M19,RexRM,sample,1.0,Bright,,,PE20,G10,PE20_G10,XUPVQ-3,G10
BP4444_RexRM.1,N19,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O19,RexRM,sample,1.0,Bright,,,PE20,H10,PE20_H10,XUPVQ-3,H10
BP4444_RexRM.1,P19,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P20,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A21,RexRM,sample,1.0,Bright,,,PE20,A11,PE20_A11,XUPVQ-3,A11
BP4444_RexRM.1,B21,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C21,RexRM,sample,1.0,Bright,,,PE20,B11,PE20_B11,XUPVQ-3,B11
BP4444_RexRM.1,D21,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E21,RexRM,sample,1.0,Bright,,,PE20,C11,PE20_C11,XUPVQ-3,C11
BP4444_RexRM.1,F21,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G21,RexRM,sample,1.0,Bright,,,PE20,D11,PE20_D11,XUPVQ-3,D11
BP4444_RexRM.1,H21,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I21,RexRM,sample,1.0,Bright,,,PE20,E11,PE20_E11,XUPVQ-3,E11
BP4444_RexRM.1,J21,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K21,RexRM,sample,1.0,Bright,,,PE20,F11,PE20_F11,XUPVQ-3,F11
BP4444_RexRM.1,L21,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M21,RexRM,sample,1.0,Bright,,,PE20,G11,PE20_G11,XUPVQ-3,G11
BP4444_RexRM.1,N21,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O21,RexRM,sample,1.0,Bright,,,PE20,H11,PE20_H11,XUPVQ-3,H11
BP4444_RexRM.1,P21,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P22,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A23,,neg_cntrl,0.0,empty,,,PE20,A12,PE20_A12,XUPVQ-3,A12
BP4444_RexRM.1,B23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C23,,neg_cntrl,0.0,empty,,,PE20,B12,PE20_B12,XUPVQ-3,B12
BP4444_RexRM.1,D23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E23,,pos_cntrl,,DNA,,,PE20,C12,PE20_C12,XUPVQ-3,C12
BP4444_RexRM.1,F23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G23,,pos_cntrl,,DNA,,,PE20,D12,PE20_D12,XUPVQ-3,D12
BP4444_RexRM.1,H23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P23,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O24,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P24,,unused,,,,,,,,XUPVQ-3,
BP9735_FULL.1,A1,FULL,sample,1.0,BRIGHT,,,PE17,A1,PE17_A01,XUPVQ-6,A1
BP9735_FULL.1,B1,FULL,sample,1.0,BRIGHT,,,PE18,A1,PE18_A01,XUPVQ-6,A2
BP9735_FULL.1,C1,FULL,sample,1.0,BRIGHT,,,PE17,B1,PE17_B01,XUPVQ-6,B1
BP9735_FULL.1,D1,FULL,sample,1.0,BRIGHT,,,PE18,B1,PE18_B01,XUPVQ-6,B2
BP9735_FULL.1,E1,FULL,sample,1.0,BRIGHT,,,PE17,C1,PE17_C01,XUPVQ-6,C1
BP9735_FULL.1,F1,FULL,sample,1.0,BRIGHT,,,PE18,C1,PE18_C01,XUPVQ-6,C2
BP9735_FULL.1,G1,FULL,sample,1.0,BRIGHT,,,PE17,D1,PE17_D01,XUPVQ-6,D1
BP9735_FULL.1,H1,FULL,sample,1.0,BRIGHT,,,PE18,D1,PE18_D01,XUPVQ-6,D2
BP9735_FULL.1,I1,FULL,sample,1.0,BRIGHT,,,PE17,E1,PE17_E01,XUPVQ-6,E1
BP9735_FULL.1,J1,FULL,sample,1.0,BRIGHT,,,PE18,E1,PE18_E01,XUPVQ-6,E2
BP9735_FULL.1,K1,FULL,sample,1.0,BRIGHT,,,PE17,F1,PE17_F01,XUPVQ-6,F1
BP9735_FULL.1,L1,FULL,sample,1.0,BRIGHT,,,PE18,F1,PE18_F01,XUPVQ-6,F2
BP9735_FULL.1,M1,FULL,sample,1.0,BRIGHT,,,PE17,G1,PE17_G01,XUPVQ-6,G1
BP9735_FULL.1,N1,FULL,sample,1.0,BRIGHT,,,PE18,G1,PE18_G01,XUPVQ-6,G2
BP9735_FULL.1,O1,FULL,sample,1.0,BRIGHT,,,PE17,H1,PE17_H01,XUPVQ-6,H1
BP9735_FULL.1,P1,FULL,sample,1.0,BRIGHT,,,PE18,H1,PE18_H01,XUPVQ-6,H2
BP9735_FULL.1,A2,FULL,sample,1.0,BRIGHT,,,PE19,A1,PE19_A01,XUPVQ-6,A3
BP9735_FULL.1,B2,FULL,sample,1.0,BRIGHT,,,PE20,A1,PE20_A01,XUPVQ-6,A4
BP9735_FULL.1,C2,FULL,sample,1.0,BRIGHT,,,PE19,B1,PE19_B01,XUPVQ-6,B3
BP9735_FULL.1,D2,FULL,sample,1.0,BRIGHT,,,PE20,B1,PE20_B01,XUPVQ-6,B4
BP9735_FULL.1,E2,FULL,sample,1.0,BRIGHT,,,PE19,C1,PE19_C01,XUPVQ-6,C3
BP9735_FULL.1,F2,FULL,sample,1.0,BRIGHT,,,PE20,C1,PE20_C01,XUPVQ-6,C4
BP9735_FULL.1,G2,FULL,sample,1.0,BRIGHT,,,PE19,D1,PE19_D01,XUPVQ-6,D3
BP9735_FULL.1,H2,FULL,sample,1.0,BRIGHT,,,PE20,D1,PE20_D01,XUPVQ-6,D4
BP9735_FULL.1,I2,FULL,sample,1.0,BRIGHT,,,PE19,E1,PE19_E01,XUPVQ-6,E3
BP9735_FULL.1,J2,FULL,sample,1.0,BRIGHT,,,PE20,E1,PE20_E01,XUPVQ-6,E4
BP9735_FULL.1,K2,FULL,sample,1.0,BRIGHT,,,PE19,F1,PE19_F01,XUPVQ-6,F3
BP9735_FULL.1,L2,FULL,sample,1.0,BRIGHT,,,PE20,F1,PE20_F01,XUPVQ-6,F4
BP9735_FULL.1,M2,FULL,sample,1.0,BRIGHT,,,PE19,G1,PE19_G01,XUPVQ-6,G3
BP9735_FULL.1,N2,FULL,sample,1.0,BRIGHT,,,PE20,G1,PE20_G01,XUPVQ-6,G4
BP9735_FULL.1,O2,FULL,sample,1.0,BRIGHT,,,PE19,H1,PE19_H01,XUPVQ-6,H3
BP9735_FULL.1,P2,FULL,sample,1.0,BRIGHT,,,PE20,H1,PE20_H01,XUPVQ-6,H4
BP9735_FULL.1,A3,FULL,sample,1.0,BRIGHT,,,PE17,A2,PE17_A02,XUPVQ-6,A5
BP9735_FULL.1,B3,FULL,sample,1.0,BRIGHT,,,PE18,A2,PE18_A02,XUPVQ-6,A6
BP9735_FULL.1,C3,FULL,sample,1.0,BRIGHT,,,PE17,B2,PE17_B02,XUPVQ-6,B5
BP9735_FULL.1,D3,FULL,sample,1.0,BRIGHT,,,PE18,B2,PE18_B02,XUPVQ-6,B6
BP9735_FULL.1,E3,FULL,sample,1.0,BRIGHT,,,PE17,C2,PE17_C02,XUPVQ-6,C5
BP9735_FULL.1,F3,FULL,sample,1.0,BRIGHT,,,PE18,C2,PE18_C02,XUPVQ-6,C6
BP9735_FULL.1,G3,FULL,sample,1.0,BRIGHT,,,PE17,D2,PE17_D02,XUPVQ-6,D5
BP9735_FULL.1,H3,FULL,sample,1.0,BRIGHT,,,PE18,D2,PE18_D02,XUPVQ-6,D6
BP9735_FULL.1,I3,FULL,sample,1.0,BRIGHT,,,PE17,E2,PE17_E02,XUPVQ-6,E5
BP9735_FULL.1,J3,FULL,sample,1.0,BRIGHT,,,PE18,E2,PE18_E02,XUPVQ-6,E6
BP9735_FULL.1,K3,FULL,sample,1.0,BRIGHT,,,PE17,F2,PE17_F02,XUPVQ-6,F5
BP9735_FULL.1,L3,FULL,sample,1.0,BRIGHT,,,PE18,F2,PE18_F02,XUPVQ-6,F6
BP9735_FULL.1,M3,FULL,sample,1.0,BRIGHT,,,PE17,G2,PE17_G02,XUPVQ-6,G5
BP9735_FULL.1,N3,FULL,sample,1.0,BRIGHT,,,PE18,G2,PE18_G02,XUPVQ-6,G6
BP9735_FULL.1,O3,FULL,sample,1.0,BRIGHT,,,PE17,H2,PE17_H02,XUPVQ-6,H5
BP9735_FULL.1,P3,FULL,sample,1.0,BRIGHT,,,PE18,H2,PE18_H02,XUPVQ-6,H6
BP9735_FULL.1,A4,FULL,sample,1.0,BRIGHT,,,PE19,A2,PE19_A02,XUPVQ-6,
BP9735_FULL.1,B4,FULL,sample,1.0,BRIGHT,,,PE20,A2,PE20_A02,XUPVQ-6,
BP9735_FULL.1,C4,FULL,sample,1.0,BRIGHT,,,PE19,B2,PE19_B02,XUPVQ-6,
BP9735_FULL.1,D4,FULL,sample,1.0,BRIGHT,,,PE20,B2,PE20_B02,XUPVQ-6,
BP9735_FULL.1,E4,FULL,sample,1.0,BRIGHT,,,PE19,C2,PE19_C02,XUPVQ-6,
BP9735_FULL.1,F4,FULL,sample,1.0,BRIGHT,,,PE20,C2,PE20_C02,XUPVQ-6,
BP9735_FULL.1,G4,FULL,sample,1.0,BRIGHT,,,PE19,D2,PE19_D02,XUPVQ-6,
BP9735_FULL.1,H4,FULL,sample,1.0,BRIGHT,,,PE20,D2,PE20_D02,XUPVQ-6,
BP9735_FULL.1,I4,FULL,sample,1.0,BRIGHT,,,PE19,E2,PE19_E02,XUPVQ-6,
BP9735_FULL.1,J4,FULL,sample,1.0,BRIGHT,,,PE20,E2,PE20_E02,XUPVQ-6,
BP9735_FULL.1,K4,FULL,sample,1.0,BRIGHT,,,PE19,F2,PE19_F02,XUPVQ-6,
BP9735_FULL.1,L4,FULL,sample,1.0,BRIGHT,,,PE20,F2,PE20_F02,XUPVQ-6,
BP9735_FULL.1,M4,FULL,sample,1.0,BRIGHT,,,PE19,G2,PE19_G02,XUPVQ-6,
BP9735_FULL.1,N4,FULL,sample,1.0,BRIGHT,,,PE20,G2,PE20_G02,XUPVQ-6,
BP9735_FULL.1,O4,FULL,sample,1.0,BRIGHT,,,PE19,H2,PE19_H02,XUPVQ-6,
BP9735_FULL.1,P4,FULL,sample,1.0,BRIGHT,,,PE20,H2,PE20_H02,XUPVQ-6,
BP9735_FULL.1,A5,FULL,sample,1.0,BRIGHT,,,PE17,A3,PE17_A03,XUPVQ-6,
BP9735_FULL.1,B5,FULL,sample,1.0,BRIGHT,,,PE18,A3,PE18_A03,XUPVQ-6,
BP9735_FULL.1,C5,FULL,sample,1.0,BRIGHT,,,PE17,B3,PE17_B03,XUPVQ-6,
BP9735_FULL.1,D5,FULL,sample,1.0,BRIGHT,,,PE18,B3,PE18_B03,XUPVQ-6,
BP9735_FULL.1,E5,FULL,sample,1.0,BRIGHT,,,PE17,C3,PE17_C03,XUPVQ-6,
BP9735_FULL.1,F5,FULL,sample,1.0,BRIGHT,,,PE18,C3,PE18_C03,XUPVQ-6,
BP9735_FULL.1,G5,FULL,sample,1.0,BRIGHT,,,PE17,D3,PE17_D03,XUPVQ-6,
BP9735_FULL.1,H5,FULL,sample,1.0,BRIGHT,,,PE18,D3,PE18_D03,XUPVQ-6,
BP9735_FULL.1,I5,FULL,sample,1.0,BRIGHT,,,PE17,E3,PE17_E03,XUPVQ-6,
BP9735_FULL.1,J5,FULL,sample,1.0,BRIGHT,,,PE18,E3,PE18_E03,XUPVQ-6,
BP9735_FULL.1,K5,FULL,sample,1.0,BRIGHT,,,PE17,F3,PE17_F03,XUPVQ-6,
BP9735_FULL.1,L5,FULL,sample,1.0,BRIGHT,,,PE18,F3,PE18_F03,XUPVQ-6,
BP9735_FULL.1,M5,FULL,sample,1.0,BRIGHT,,,PE17,G3,PE17_G03,XUPVQ-6,
BP9735_FULL.1,N5,FULL,sample,1.0,BRIGHT,,,PE18,G3,PE18_G03,XUPVQ-6,
BP9735_FULL.1,O5,FULL,sample,1.0,BRIGHT,,,PE17,H3,PE17_H03,XUPVQ-6,
BP9735_FULL.1,P5,FULL,sample,1.0,BRIGHT,,,PE18,H3,PE18_H03,XUPVQ-6,
BP9735_FULL.1,A6,FULL,sample,1.0,BRIGHT,,,PE19,A3,PE19_A03,XUPVQ-6,
BP9735_FULL.1,B6,FULL,sample,1.0,BRIGHT,,,PE20,A3,PE20_A03,XUPVQ-6,
BP9735_FULL.1,C6,FULL,sample,1.0,BRIGHT,,,PE19,B3,PE19_B03,XUPVQ-6,
BP9735_FULL.1,D6,FULL,sample,1.0,BRIGHT,,,PE20,B3,PE20_B03,XUPVQ-6,
BP9735_FULL.1,E6,FULL,sample,1.0,BRIGHT,,,PE19,C3,PE19_C03,XUPVQ-6,
BP9735_FULL.1,F6,FULL,sample,1.0,BRIGHT,,,PE20,C3,PE20_C03,XUPVQ-6,
BP9735_FULL.1,G6,FULL,sample,1.0,BRIGHT,,,PE19,D3,PE19_D03,XUPVQ-6,
BP9735_FULL.1,H6,FULL,sample,1.0,BRIGHT,,,PE20,D3,PE20_D03,XUPVQ-6,
BP9735_FULL.1,I6,FULL,sample,1.0,BRIGHT,,,PE19,E3,PE19_E03,XUPVQ-6,
BP9735_FULL.1,J6,FULL,sample,1.0,BRIGHT,,,PE20,E3,PE20_E03,XUPVQ-6,
BP9735_FULL.1,K6,FULL,sample,1.0,BRIGHT,,,PE19,F3,PE19_F03,XUPVQ-6,
BP9735_FULL.1,L6,FULL,sample,1.0,BRIGHT,,,PE20,F3,PE20_F03,XUPVQ-6,
BP9735_FULL.1,M6,FULL,sample,1.0,BRIGHT,,,PE19,G3,PE19_G03,XUPVQ-6,
BP9735_FULL.1,N6,FULL,sample,1.0,BRIGHT,,,PE20,G3,PE20_G03,XUPVQ-6,
BP9735_FULL.1,O6,FULL,sample,1.0,BRIGHT,,,PE19,H3,PE19_H03,XUPVQ-6,
BP9735_FULL.1,P6,FULL,sample,1.0,BRIGHT,,,PE20,H3,PE20_H03,XUPVQ-6,
BP9735_FULL.1,A7,FULL,sample,1.0,BRIGHT,,,PE17,A4,PE17_A04,XUPVQ-6,
BP9735_FULL.1,B7,FULL,sample,1.0,BRIGHT,,,PE18,A4,PE18_A04,XUPVQ-6,
BP9735_FULL.1,C7,FULL,sample,1.0,BRIGHT,,,PE17,B4,PE17_B04,XUPVQ-6,
BP9735_FULL.1,D7,FULL,sample,1.0,BRIGHT,,,PE18,B4,PE18_B04,XUPVQ-6,
BP9735_FULL.1,E7,FULL,sample,1.0,BRIGHT,,,PE17,C4,PE17_C04,XUPVQ-6,
BP9735_FULL.1,F7,FULL,sample,1.0,BRIGHT,,,PE18,C4,PE18_C04,XUPVQ-6,
BP9735_FULL.1,G7,FULL,sample,1.0,BRIGHT,,,PE17,D4,PE17_D04,XUPVQ-6,
BP9735_FULL.1,H7,FULL,sample,1.0,BRIGHT,,,PE18,D4,PE18_D04,XUPVQ-6,
BP9735_FULL.1,I7,FULL,sample,1.0,BRIGHT,,,PE17,E4,PE17_E04,XUPVQ-6,
BP9735_FULL.1,J7,FULL,sample,1.0,BRIGHT,,,PE18,E4,PE18_E04,XUPVQ-6,
BP9735_FULL.1,K7,FULL,sample,1.0,BRIGHT,,,PE17,F4,PE17_F04,XUPVQ-6,
BP9735_FULL.1,L7,FULL,sample,1.0,BRIGHT,,,PE18,F4,PE18_F04,XUPVQ-6,
BP9735_FULL.1,M7,FULL,sample,1.0,BRIGHT,,,PE17,G4,PE17_G04,XUPVQ-6,
BP9735_FULL.1,N7,FULL,sample,1.0,BRIGHT,,,PE18,G4,PE18_G04,XUPVQ-6,
