Well,Sample ID,Range,ng/uL,%Total,nmole/L,Avg. Size,%CV,Volume uL,QC Result,Failure Mode,Index Name,PCR Cycles
M4,Lib_224,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_G02,12
N4,Lib_225,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_G02,12
O4,Lib_226,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_H02,12
P4,Lib_227,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_H02,12
A5,Lib_228,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_A03,12
B5,Lib_229,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_A03,12
C5,Lib_230,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_B03,12
D5,Lib_231,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_B03,12
E5,Lib_232,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_C03,12
F5,Lib_233,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_C03,12
G5,Lib_234,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_D03,12
H5,Lib_235,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_D03,12
I5,Lib_236,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_E03,12
J5,Lib_237,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_E03,12
K5,Lib_238,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_F03,12
L5,Lib_239,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_F03,12
M5,Lib_240,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_G03,12
N5,Lib_241,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_G03,12
O5,Lib_242,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_H03,12
P5,Lib_243,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_H03,12
A6,Lib_244,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_A03,12
B6,Lib_245,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_A03,12
C6,Lib_246,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_B03,12
D6,Lib_247,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_B03,12
E6,Lib_248,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_C03,12
F6,Lib_249,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_C03,12
G6,Lib_250,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_D03,12
H6,Lib_251,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_D03,12
I6,Lib_252,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_E03,12
J6,Lib_253,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_E03,12
K6,Lib_254,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_F03,12
L6,Lib_255,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_F03,12
M6,Lib_256,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_G03,12
N6,Lib_257,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_G03,12
O6,Lib_258,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_H03,12
P6,Lib_259,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_H03,12
A7,Lib_260,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_A04,12
B7,Lib_261,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_A04,12
C7,Lib_262,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_B04,12
D7,Lib_263,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_B04,12
E7,Lib_264,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_C04,12
F7,Lib_265,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_C04,12
G7,Lib_266,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_D04,12
H7,Lib_267,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_D04,12
I7,Lib_268,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_E04,12
J7,Lib_269,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_E04,12
K7,Lib_270,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_F04,12
L7,Lib_271,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_F04,12
M7,Lib_272,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_G04,12
N7,Lib_273,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_G04,12
O7,Lib_274,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_H04,12
P7,Lib_275,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_H04,12
A8,Lib_276,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_A04,12
B8,Lib_277,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_A04,12
C8,Lib_278,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_B04,12
D8,Lib_279,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_B04,12
E8,Lib_280,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_C04,12
F8,Lib_281,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_C04,12
G8,Lib_282,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_D04,12
H8,Lib_283,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_D04,12
I8,Lib_284,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_E04,12
J8,Lib_285,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_E04,12
K8,Lib_286,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_F04,12
L8,Lib_287,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_F04,12
M8,Lib_288,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_G04,12
N8,Lib_289,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_G04,12
O8,Lib_290,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_H04,12
P8,Lib_291,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_H04,12
A9,Lib_292,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_A05,12
B9,Lib_293,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_A05,12
C9,Lib_294,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_B05,12
D9,Lib_295,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_B05,12
E9,Lib_296,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_C05,12
F9,Lib_297,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_C05,12
G9,Lib_298,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_D05,12
H9,Lib_299,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_D05,12
I9,Lib_300,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_E05,12
J9,Lib_301,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_E05,12
K9,Lib_302,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_F05,12
L9,Lib_303,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_F05,12
M9,Lib_304,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_G05,12
N9,Lib_305,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_G05,12
O9,Lib_306,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_H05,12
P9,Lib_307,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_H05,12
A10,Lib_308,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_A05,12
B10,Lib_309,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_A05,12
C10,Lib_310,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_B05,12
D10,Lib_311,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_B05,12
E10,Lib_312,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_C05,12
F10,Lib_313,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_C05,12
G10,Lib_314,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_D05,12
H10,Lib_315,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_D05,12
I10,Lib_316,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_E05,12
J10,Lib_317,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_E05,12
K10,Lib_318,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_F05,12
L10,Lib_319,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_F05,12
M10,Lib_320,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_G05,12
N10,Lib_321,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_G05,12
O10,Lib_322,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_H05,12
P10,Lib_323,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_H05,12
A11,Lib_324,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_A06,12
B11,Lib_325,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_A06,12
C11,Lib_326,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_B06,12
D11,Lib_327,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_B06,12
E11,Lib_328,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_C06,12
F11,Lib_329,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_C06,12
G11,Lib_330,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_D06,12
H11,Lib_331,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_D06,12
I11,Lib_332,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_E06,12
J11,Lib_333,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_E06,12
K11,Lib_334,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_F06,12
L11,Lib_335,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_F06,12
M11,Lib_336,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_G06,12
N11,Lib_337,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_G06,12
O11,Lib_338,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_H06,12
P11,Lib_339,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_H06,12
A12,Lib_340,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_A06,12
B12,Lib_341,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_A06,12
C12,Lib_342,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_B06,12
D12,Lib_343,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_B06,12
E12,Lib_344,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_C06,12
F12,Lib_345,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_C06,12
G12,Lib_346,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_D06,12
H12,Lib_347,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_D06,12
I12,Lib_348,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_E06,12
J12,Lib_349,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_E06,12
K12,Lib_350,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_F06,12
L12,Lib_351,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_F06,12
M12,Lib_352,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_G06,12
N12,Lib_353,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_G06,12
O12,Lib_354,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_H06,12
P12,Lib_355,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_H06,12
A13,Lib_356,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_A07,12
B13,Lib_357,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_A07,12
C13,Lib_358,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_B07,12
D13,Lib_359,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_B07,12
E13,Lib_360,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_C07,12
F13,Lib_361,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_C07,12
G13,Lib_362,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_D07,12
H13,Lib_363,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_D07,12
I13,Lib_364,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_E07,12
J13,Lib_365,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_E07,12
K13,Lib_366,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_F07,12
L13,Lib_367,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_F07,12
M13,Lib_368,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_G07,12
N13,Lib_369,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_G07,12
O13,Lib_370,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_H07,12
P13,Lib_371,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_H07,12
A14,Lib_372,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_A07,12
B14,Lib_373,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_A07,12
C14,Lib_374,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_B07,12
D14,Lib_375,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_B07,12
E14,Lib_376,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_C07,12
F14,Lib_377,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_C07,12
G14,Lib_378,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_D07,12
H14,Lib_379,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_D07,12
I14,Lib_380,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_E07,12
J14,Lib_381,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_E07,12
K14,Lib_382,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_F07,12
L14,Lib_383,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_F07,12
M14,Lib_384,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_G07,12
N14,Lib_385,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_G07,12
O14,Lib_386,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_H07,12
P14,Lib_387,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_H07,12
A15,Lib_388,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_A08,12
B15,Lib_389,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_A08,12
C15,Lib_390,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_B08,12
D15,Lib_391,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_B08,12
E15,Lib_392,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_C08,12
F15,Lib_393,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_C08,12
G15,Lib_394,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_D08,12
H15,Lib_395,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_D08,12
I15,Lib_396,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_E08,12
J15,Lib_397,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_E08,12
K15,Lib_398,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_F08,12
L15,Lib_399,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_F08,12
M15,Lib_400,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_G08,12
N15,Lib_401,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_G08,12
O15,Lib_402,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_H08,12
P15,Lib_403,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_H08,12
A16,Lib_404,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_A08,12
B16,Lib_405,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_A08,12
C16,Lib_406,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_B08,12
D16,Lib_407,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_B08,12
E16,Lib_408,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_C08,12
F16,Lib_409,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_C08,12
G16,Lib_410,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_D08,12
H16,Lib_411,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_D08,12
I16,Lib_412,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_E08,12
J16,Lib_413,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_E08,12
K16,Lib_414,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_F08,12
L16,Lib_415,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_F08,12
M16,Lib_416,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_G08,12
N16,Lib_417,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_G08,12
O16,Lib_418,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_H08,12
P16,Lib_419,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_H08,12
A17,Lib_420,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_A09,12
B17,Lib_421,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_A09,12
C17,Lib_422,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_B09,12
D17,Lib_423,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_B09,12
E17,Lib_424,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_C09,12
F17,Lib_425,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_C09,12
G17,Lib_426,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_D09,12
H17,Lib_427,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_D09,12
I17,Lib_428,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_E09,12
J17,Lib_429,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_E09,12
K17,Lib_430,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_F09,12
L17,Lib_431,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_F09,12
M17,Lib_432,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_G09,12
N17,Lib_433,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_G09,12
O17,Lib_434,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_H09,12
P17,Lib_435,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_H09,12
A18,Lib_436,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_A09,12
B18,Lib_437,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_A09,12
C18,Lib_438,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_B09,12
D18,Lib_439,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_B09,12
E18,Lib_440,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_C09,12
F18,Lib_441,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_C09,12
G18,Lib_442,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_D09,12
H18,Lib_443,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_D09,12
I18,Lib_444,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_E09,12
J18,Lib_445,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_E09,12
K18,Lib_446,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_F09,12
L18,Lib_447,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_F09,12
M18,Lib_448,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_G09,12
N18,Lib_449,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_G09,12
O18,Lib_450,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_H09,12
P18,Lib_451,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_H09,12
A19,Lib_452,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_A10,12
B19,Lib_453,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_A10,12
C19,Lib_454,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_B10,12
D19,Lib_455,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_B10,12
E19,Lib_456,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_C10,12
F19,Lib_457,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_C10,12
G19,Lib_458,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_D10,12
H19,Lib_459,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_D10,12
I19,Lib_460,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_E10,12
J19,Lib_461,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_E10,12
K19,Lib_462,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_F10,12
L19,Lib_463,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_F10,12
M19,Lib_464,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_G10,12
N19,Lib_465,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_G10,12
O19,Lib_466,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_H10,12
P19,Lib_467,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_H10,12
A20,Lib_468,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_A10,12
B20,Lib_469,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_A10,12
C20,Lib_470,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_B10,12
D20,Lib_471,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_B10,12
E20,Lib_472,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_C10,12
F20,Lib_473,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_C10,12
G20,Lib_474,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_D10,12
H20,Lib_475,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_D10,12
